year,county,agency_name,agency_code,less_than_high_school,high_school_or_higher,bachelors_or_higher,per_capita_income,median_income,poverty_rate,employment_rate,unemployment_rate
2013,San Mateo,Foster City Police Department,4120,8.7,96.3,62.3,52638,114260,19.7,62.7,7.5
2013,San Mateo,Half Moon Bay Police Department,4107,37.6,82.4,45.3,51932,99715,28.5,63.6,7.9
2013,San Mateo,Menlo Park Police Department,4109,7.7,92.8,70.4,67898,112262,23.5,63.9,6.4
2013,San Mateo,Millbrae Police Department,4110,7.4,91.6,41.1,42042,88451,24.7,57,7
2013,San Mateo,Pacifica Police Department,4111,7.6,94.6,40.1,43953,94707,19.8,65.4,7.5
2013,San Mateo,Redwood City Police Department,4113,17.3,84.3,40.2,40562,79419,23.3,66.2,7.4
2013,San Mateo,San Bruno Police Department,4114,8.3,90.3,35,35371,78911,26.7,65.7,7.8
2013,San Mateo,San Carlos Police Department,4115,7.2,96.6,60,59677,118021,29.7,64,8
2013,San Mateo,San Mateo Police Department,4116,16.5,88.4,44.4,45202,85669,30.1,65,7.8
2013,San Mateo,South San Francisco Police Department,4117,14.5,84.7,29.8,31459,76785,26.6,62.7,8.6
2013,Santa Barbara,All Combined,All Combined,13.9,79.1,31.3,30352,62779,30,57.5,9.4
2013,Santa Barbara,Carpinteria Police Department,4205,30.3,80.8,31.8,35850,68375,32.3,63.4,8.3
2013,Santa Barbara,Goleta Police Department,4214,4.2,88.1,44.3,33069,73691,24,65,5.7
2013,Santa Barbara,Guadalupe Police Department,4201,31.9,47,5.9,14899,47923,26.5,60.6,8.9
2013,Santa Barbara,Lompoc Police Department,4202,22,73,14.2,19865,45818,20.5,49.9,12.1
2013,Santa Barbara,Santa Barbara Police Department,4203,10.5,83.3,41.7,37225,65034,28.8,63.6,7.6
2013,Santa Barbara,Santa Maria Police Department,4204,39.4,60.3,12.9,18560,50563,29.9,58.7,11.3
2013,Santa Barbara,Solvang Police Department,4210,23.2,88.6,39.1,39816,63626,23.3,52.9,11.5
2013,Santa Clara,All Combined,All Combined,12.6,86.5,46.5,41513,91702,25.9,60.7,9.7
2013,Santa Clara,Campbell Police Department,4302,11.2,93.1,45.8,44865,88300,20.2,67.6,7.1
2013,Santa Clara,Cupertino Police Department,4303,8.4,96.5,74.6,53941,129976,17.6,57.2,7.9
2013,Santa Clara,Gilroy Police Department,4304,17.2,75.7,24.8,28852,78360,33.1,62.2,12.5
2013,Santa Clara,Los Altos Police Department,4305,8.7,98.8,78.7,84440,157907,21.9,55.4,6.4
2013,Santa Clara,Milpitas Police Department,4308,9.8,85.8,40.8,33789,95466,19.2,58.7,9.1
2013,Santa Clara,Monte Sereno Police Department,4309,0,99.8,68.8,96858,182417,30.6,51.7,6.7
2013,Santa Clara,Morgan Hill Police Department,4310,17.3,87.1,37.4,40507,95531,24.5,62,10.7
2013,Santa Clara,Mountain View Police Department,4311,9.6,91.4,62.6,54758,97338,18.2,68.9,7.5
2013,Santa Clara,Palo Alto Police Department,4312,6.3,97.5,79.8,73329,121465,18.6,59.9,6.8
2013,Santa Clara,San Jose Police Department,4313,14.3,82.3,37.4,34025,81829,29.1,60.5,10.8
2013,Santa Clara,Santa Clara Police Department,4314,8.5,91.8,51.6,39966,91583,27.6,61.7,8.8
2013,Santa Clara,Saratoga Police Department,4315,14.6,98.4,77.9,75986,159212,22.7,53.2,7
2013,Santa Clara,Sunnyvale Police Department,4316,14.5,90.7,58.3,45977,100043,21.6,63.7,8.7
2013,Santa Cruz,All Combined,All Combined,8.4,84.9,37,32295,66519,23.5,59.1,9.3
2013,Santa Cruz,Capitola Police Department,4401,1.9,92.4,40.6,36532,54064,16.6,63.1,7.4
2013,Santa Cruz,Santa Cruz Police Department,4402,2.2,92.4,49.4,29151,61600,24.1,55.8,8.3
2013,Santa Cruz,Scotts Valley Police Department,4404,1.9,95.6,45.2,43164,101837,18.8,61.6,8.5
2013,Santa Cruz,Watsonville Police Department,4403,23.8,54.2,9.3,16263,43905,30.7,58.7,11.9
2013,Shasta,All Combined,All Combined,12.3,88.4,18.8,23670,44651,22.7,47.1,13.4
2013,Shasta,Anderson Police Department,4501,21.8,80.8,7.8,17060,34559,14.8,46.7,15.8
2013,Shasta,Redding Police Department,4502,11.2,90.1,22.4,23443,44236,23.3,50.3,12.4
2013,Sierra,All Combined,All Combined,22,89.4,18.5,24996,39009,41.6,42.6,10.2
2013,Sierra,Loyalton Police Department,4601,0,85,11.4,21233,45333,45.9,51.3,5.8
2013,Siskiyou,All Combined,All Combined,15.9,89,23.9,22293,37709,20.8,44.8,14.9
2013,Siskiyou,Dorris Police Department,4701,36.7,81.9,8.5,14223,29656,18.1,44.8,18.9
2013,Siskiyou,Dunsmuir Police Department,4702,44.3,85,21.2,21726,36645,17.8,34.7,28.5
2013,Siskiyou,Etna Police Department,4703,23.3,85.7,13.7,13990,29145,40.9,38.6,14
2013,Siskiyou,Fort Jones Police Department,4704,19.1,90.9,15.3,15832,34063,12.6,45.4,19.5
2013,Siskiyou,Montague Police Department,4705,12.4,86.5,12.2,20586,36354,20.8,56.9,15
2013,Siskiyou,Mount Shasta Police Department,4706,27.1,92.8,35.1,26800,43193,15,58,14.2
2013,Siskiyou,Tulelake Police Department,4707,33.3,62.6,15.4,16295,29071,17.5,45.2,19.6
2013,Siskiyou,Weed Police Department,4708,4.9,85.3,14.4,14111,28170,32.3,53.1,15.2
2013,Siskiyou,Yreka Police Department,4709,14.9,87.4,18,20050,27500,21.9,39.8,20.3
2013,Solano,All Combined,All Combined,14.6,87.2,24.3,28929,67177,25.3,55.5,12.1
2013,Solano,Benicia Police Department,4801,6.1,94.4,40.7,42715,88502,23.4,62.1,7.7
2013,Solano,Dixon Police Department,4802,21.7,80.8,22.1,27650,72522,14.7,63.1,10.4
2013,Solano,Fairfield Police Department,4803,13.5,86.4,23.4,26611,64702,21.9,55.6,10.9
2013,Solano,Rio Vista Police Department,4804,2.4,90.2,24.5,35024,55458,17.3,36.3,22.5
2013,Solano,Vacaville Police Department,4806,13.7,87.4,22.2,29681,73582,24.5,54.4,9.7
2013,Solano,Vallejo Police Department,4807,17.6,86.4,23.3,25996,58371,29.6,54.1,16
2013,Sonoma,All Combined,All Combined,14.5,86.7,32.2,32835,63356,24.7,58.8,10.2
2013,Sonoma,Cloverdale Police Department,4901,10.1,79.9,21.5,27243,58294,19.4,58.6,8.8
2013,Sonoma,Cotati Police Department,4902,8.2,87.6,33.3,34109,62849,19.3,64,13.3
2013,Sonoma,Healdsburg Police Department,4903,25.1,85.7,34,31121,56969,22.3,56.3,8.9
2013,Sonoma,Petaluma Police Department,4908,11.8,89.5,36.8,35088,80243,27.1,64.4,8
2013,Sonoma,Rohnert Park Police Department,4904,6.7,87.4,23.6,26987,56621,29.5,60.3,10.6
2013,Sonoma,Santa Rosa Police Department,4905,17.7,84.8,30,29688,60354,24.4,59.1,11.3
2013,Sonoma,Sebastopol Police Department,4906,18.5,94.9,39.2,34807,53677,12.3,62.6,8.8
2013,Sonoma,Sonoma Police Department,4907,29.7,93.8,40.4,45595,63729,20.8,53.3,9.3
2013,Stanislaus,All Combined,All Combined,15.3,76.4,16.4,21663,49297,27.6,52.2,16.8
2013,Stanislaus,Ceres Police Department,5001,18.2,66.9,10.3,19051,47306,24.8,52.6,17.9
2013,Stanislaus,Hughson Police Department,5009,12.1,75.6,14.8,21327,49209,18.4,50.7,23.2
2013,Stanislaus,Modesto Police Department,5002,14.7,81,18.2,22439,47060,26.1,51.5,16.5
2013,Stanislaus,Newman Police Department,5003,16.6,72.6,11.5,16702,48121,30.3,55.8,16.1
2013,Stanislaus,Oakdale Police Department,5004,17.1,84.7,14.6,25213,56610,32,53.5,13.7
2013,Stanislaus,Patterson Police Department,5005,7,68.1,11.6,19530,55016,33,53.8,16
2013,Stanislaus,Riverbank Police Department,5006,11.2,76.3,14.3,20101,57951,32.4,57.3,16.6
2013,Stanislaus,Turlock Police Department,5007,14.2,80.7,22.9,23199,53270,28.4,53.9,15.2
2013,Stanislaus,Waterford Police Department,5008,21,66,8.5,16409,52808,32.2,55.9,19.9
2013,Sutter,All Combined,All Combined,20.7,78.3,18.7,23602,50408,22.7,51.6,15
2013,Sutter,Live Oak Police Department,5101,16.4,63.6,12.1,16885,43717,31.3,47.7,13.1
2013,Sutter,Yuba City Police Department,5102,20.7,78.4,18.7,22898,48871,22.9,51.8,16
2013,Tehama,All Combined,All Combined,16.9,81.1,13.5,20439,41924,25.6,45.4,15.8
2013,Tehama,Corning Police Department,5201,18.2,81.1,12.4,15496,42590,24.6,50.1,19.7
2013,Tehama,Red Bluff Police Department,5202,13.3,80.9,9.4,16862,32705,24.7,45.7,16.6
2013,Tehama,Tehama Police Department,5203,0,84.7,21.4,19452,39583,11.1,35.2,32.2
2013,Trinity,All Combined,All Combined,15.2,91.3,21.3,22905,36890,17.8,39.6,15.8
2013,Tulare,All Combined,All Combined,23.7,68,13.3,17894,42708,33.4,53,14.5
2013,Tulare,Dinuba Police Department,5401,24,56.5,6.8,13259,39328,37.1,55.6,15.1
2013,Tulare,Exeter Police Department,5402,16.6,76.7,14.6,18288,39063,34.5,53.7,13.8
2013,Tulare,Farmersville Police Department,5403,23.2,49.5,3.5,11205,32384,36.5,49.9,19.3
2013,Tulare,Lindsay Police Department,5404,30.8,46.5,5.6,10813,31425,38.4,52,19.8
2013,Tulare,Porterville Police Department,5405,26.1,68.9,10.5,17248,41905,38.6,51.4,15.1
2013,Tulare,Tulare Police Department,5406,15.3,73.2,11.4,18260,45485,27.4,54.5,12.4
2013,Tulare,Visalia Police Department,5407,19.6,81.8,21.6,23144,52899,29.9,57.1,11.8
2013,Tulare,Woodlake Police Department,5408,18,54.4,7.2,12505,35805,32.1,53.6,18.4
2013,Tuolumne,All Combined,All Combined,19.7,89.1,19.5,25943,48426,26.2,40.9,17.3
2013,Tuolumne,Sonora Police Department,5501,17.8,85.7,24.1,26127,31386,27.7,50.5,15.7
2013,Ventura,All Combined,All Combined,15.3,82.8,31.4,32930,76544,24.8,60.4,9.6
2013,Ventura,Camarillo Police Department,5601,9.2,91.8,38.4,38879,86287,26.8,59.5,8.1
2013,Ventura,Fillmore Police Department,5602,12.2,66.1,13.9,20064,55186,32,59.3,10.7
2013,Ventura,Moorpark Police Department,5614,7.9,87.9,37.4,35224,96779,22.1,66.9,7.5
2013,Ventura,Ojai Police Department,5603,14.2,91.8,42.4,33552,59520,19.9,52.5,12.6
2013,Ventura,Oxnard Police Department,5604,24.8,64.3,15.6,20605,60784,28.6,60.2,10.4
2013,Ventura,Port Hueneme Police Department,5605,12.8,79.1,20,24212,52720,18.8,51,14
2013,Ventura,Santa Paula Police Department,5606,29.3,64.3,13.4,19558,53496,27.3,58,12.3
2013,Ventura,Simi Valley Police Department,5609,12.5,90,32.3,36516,87269,23.7,64.6,8.5
2013,Ventura,Thousand Oaks Police Department,5607,7.2,92.5,48.5,45522,100476,25.5,60.8,9.3
2013,Yolo,All Combined,All Combined,7.5,84.3,37.9,27730,55918,21.7,56,10.4
2013,Yolo,Davis Police Department,5701,3.3,95.8,70.2,32455,60114,22.1,56.5,8.1
2013,Yolo,West Sacramento Police Department,5704,9.9,81.1,24.2,24827,53394,21.6,57.6,12
2013,Yolo,Winters Police Department,5702,7.9,81.2,24.2,27266,55887,16.3,61.7,9.3
2013,Yolo,Woodland Police Department,5703,20.7,78.1,23,25525,55147,21.3,58.6,11
2013,Yuba,All Combined,All Combined,14.5,79,13.7,19244,44902,16.9,44.7,19.3
2013,Yuba,Marysville Police Department,5801,8.8,78.3,11.2,18049,33777,16.7,43.4,19.1
2013,Yuba,Wheatland Police Department,5802,27.1,83.6,15.2,22242,61409,15.4,52.4,20.9
2014,Alameda,All Combined,All Combined,11.8,86.7,42.1,36439,73775,23.5,59.7,9.6
2014,Alameda,Alameda Police Department,101,9.3,91.1,49.2,42331,76439,20.3,60.9,8.7
2014,Alameda,Albany Police Department,102,13.4,96.5,72.2,40426,78769,22,62.1,7.6
2014,Alameda,Berkeley Police Department,103,1.3,95.5,70.2,42406,65283,22.4,54.5,8.3
2014,Alameda,Dublin Police Department,130,15.8,92,52.2,44679,114699,18.1,61.7,5.3
2014,Alameda,Emeryville Police Department,104,7.2,96.4,68.5,53155,69329,18.7,70.5,7.5
2014,Alameda,Fremont Police Department,105,10.9,91.5,51.7,40815,103591,16.5,61.4,7.6
2014,Alameda,Hayward Police Department,106,16.7,79.5,24.3,25770,62691,28.8,59.2,12.8
2014,Alameda,Livermore Police Department,107,13.6,91.3,39.5,42594,99683,19.8,66.2,6.7
2014,Alameda,Newark Police Department,108,11.9,88.2,28.9,31825,86521,18,61.9,7.4
2014,Alameda,Oakland Police Department,109,17.9,80.6,38.6,32566,52962,25.9,58.4,11.8
2014,Alameda,Piedmont Police Department,110,10.9,98.1,84,101794,212222,22.6,62.9,4.6
2014,Alameda,Pleasanton Police Department,111,12.3,95.1,57.8,50972,123608,26.6,62,7.1
2014,Alameda,San Leandro Police Department,112,12.4,82.2,27.7,29442,64279,23.5,60.9,9.4
2014,Alameda,Union City Police Department,113,12.5,86.8,35,30158,82564,20.4,59.2,8.9
2014,Alpine,All Combined,All Combined,11.2,91.4,30.5,24375,61343,44,49.8,6
2014,Amador,All Combined,All Combined,21.7,88.4,20.5,27373,52964,26.5,38.7,15.9
2014,Amador,Ione Police Department,302,35.8,76.5,13.1,13793,50617,14.4,18.5,16.3
2014,Amador,Jackson Police Department,303,23,88.7,19,24618,41745,29.1,44.6,20.8
2014,Amador,Plymouth Police Department,304,19.2,87.3,8.7,20681,44531,15.2,53.6,15.3
2014,Amador,Sutter Creek Police Department,305,23.5,91.2,21.7,30601,41071,24.8,43.4,9.7
2014,Butte,All Combined,All Combined,8.5,88,25,24430,43165,27,48.6,13.1
2014,Butte,Biggs Police Department,401,15.2,77.8,7.7,16624,40847,27.2,46.7,25
2014,Butte,Chico Police Department,402,4.5,91.4,34.9,24775,42334,25.6,56.9,10.7
2014,Butte,Gridley Police Department,403,25.7,64.2,14.2,16870,42542,29.7,45.4,23.4
2014,Butte,Oroville Police Department,404,12.9,84.4,10.7,18777,36581,23.2,45,12.9
2014,Calaveras,All Combined,All Combined,15.9,92.5,21.1,29296,54936,27,45.6,11.3
2014,Colusa,All Combined,All Combined,20.8,68.7,14.3,22211,50503,16.4,54.7,12.4
2014,Colusa,Colusa Police Department,601,36.3,72,15,22606,45959,13.5,51.2,16
2014,Colusa,Williams Police Department,602,11.6,52.8,6.5,18878,54069,20.9,60.6,13.6
2014,Contra Costa,All Combined,All Combined,13,88.9,39.4,38770,79799,27.5,58.7,9.8
2014,Contra Costa,Antioch Police Department,701,15.7,87,20.2,25499,65770,30,56,13.4
2014,Contra Costa,Brentwood Police Department,702,7.7,89.9,29.1,33357,88697,34.4,58.2,8.8
2014,Contra Costa,Clayton Police Department,703,7.1,99,51,54740,131136,19.1,56.7,9.3
2014,Contra Costa,Concord Police Department,704,17.1,87.5,30.9,31404,67122,29.7,60.1,10.8
2014,Contra Costa,El Cerrito Police Department,705,11.5,93.5,59,45190,88380,19.5,60.5,9.1
2014,Contra Costa,Hercules Police Department,706,6.8,93.6,42.2,37978,100267,29,64.4,5.7
2014,Contra Costa,Lafayette Police Department,715,10.2,97.8,74,67896,138073,20.2,58,5.9
2014,Contra Costa,Martinez Police Department,714,13.4,93.4,37.3,39701,85736,24.5,62.4,8.5
2014,Contra Costa,Oakley Police Department,734,18.6,84.9,15.5,27993,78597,41.4,60.4,10.7
2014,Contra Costa,Orinda Police Department,726,12.4,98,78.2,84985,166866,13.1,56.9,4.9
2014,Contra Costa,Pinole Police Department,707,11,89.1,33.8,34219,74379,25,57,8.3
2014,Contra Costa,Pittsburg Police Department,708,14.4,79.8,18.2,23330,60376,27.8,57.3,13.1
2014,Contra Costa,Pleasant Hill Police Department,709,3.5,95.9,51.5,43580,81556,28.3,59.8,6.9
2014,Contra Costa,Richmond Police Department,710,15.2,76.9,25.6,25769,54857,29.3,58,11.8
2014,Contra Costa,San Pablo Police Department,711,15.5,62.7,12.5,16874,42746,31.4,55.7,14.1
2014,Contra Costa,San Ramon Police Department,724,9,97.5,65,51569,129062,17.9,67.6,6
2014,Contra Costa,Walnut Creek Police Department,712,3.4,97.3,61.9,51998,80399,22.9,54.5,7.1
2014,Del Norte,All Combined,All Combined,21.6,82,16,19424,39302,25.3,38.2,12.6
2014,Del Norte,Crescent City Police Department,801,28.6,71.2,12,12430,27885,22,21.4,15.1
2014,El Dorado,All Combined,All Combined,10,92.6,32.1,35128,68507,24.6,54.3,11.3
2014,El Dorado,Placerville Police Department,901,16.7,91.2,23.3,24801,46199,23.7,48.8,14
2014,El Dorado,South Lake Tahoe Police Department,902,5.7,84.6,23.2,23865,41380,28.9,59.5,12.4
2014,Fresno,All Combined,All Combined,19,73.2,19.5,20231,45201,32.9,52.3,14.3
2014,Fresno,Clovis Police Department,1001,12.1,88.8,29.9,28497,63662,32.7,56.4,11.7
2014,Fresno,Coalinga Police Department,1002,21.2,72.5,12.9,19237,50373,15.5,46.3,10.5
2014,Fresno,Firebaugh Police Department,1003,25.4,38.9,5.1,12436,31312,34.2,56.1,14.2
2014,Fresno,Fowler Police Department,1004,12.1,70.9,14.2,19298,47731,45.7,54.1,14.2
2014,Fresno,Fresno Police Department,1005,19.6,74.8,20.1,19226,41455,32,52.3,15.4
2014,Fresno,Huron Police Department,1006,49.9,27.1,1.9,9968,28896,20.4,52.5,13.4
2014,Fresno,Kerman Police Department,1007,23.8,58.9,10,15199,45539,25.5,59.4,10.9
2014,Fresno,Kingsburg Police Department,1008,9.7,83.9,27.7,25921,60361,29.3,57.7,12.3
2014,Fresno,Mendota Police Department,1009,40.8,33.5,1.6,8642,25229,28.9,48,29.7
2014,Fresno,Orange Cove Police Department,1010,19,46.3,5.7,9734,27450,33.5,47.7,20.5
2014,Fresno,Parlier Police Department,1011,30.8,44.1,4.7,11039,31832,38.7,56.4,15.9
2014,Fresno,Reedley Police Department,1012,16.1,62.6,14.4,16966,46002,36.5,56.8,13.9
2014,Fresno,Sanger Police Department,1013,12.2,62.6,11.3,16620,42094,36.8,53.7,16.6
2014,Fresno,San Joaquin Police Department,1014,19.6,28.4,3.8,7519,25545,39.3,44.9,8.7
2014,Fresno,Selma Police Department,1015,19.7,58.4,9.2,15292,43143,27.9,52.4,14.8
2014,Glenn,All Combined,All Combined,27.9,75.3,15.7,21698,40106,23.9,49.7,13.5
2014,Glenn,Orland Police Department,1101,20.5,70.6,12.9,16179,38425,22.9,51.7,14.7
2014,Glenn,Willows Police Department,1102,38.6,80.7,21.8,24044,38730,7.8,48.2,15.6
2014,Humboldt,All Combined,All Combined,9.8,90.3,27.5,23516,42153,27.6,52.8,11.3
2014,Humboldt,Arcata Police Department,1201,2.7,92.8,47.2,18681,30244,30.6,50,16.9
2014,Humboldt,Blue Lake Police Department,1202,2.9,92,37.6,25209,45750,37,57.4,9
2014,Humboldt,Eureka Police Department,1203,13.5,87.2,23.6,21151,38007,23.4,54.2,11.6
2014,Humboldt,Ferndale Police Department,1204,3.3,94.2,33,37233,45948,16.9,55,8.8
2014,Humboldt,Fortuna Police Department,1205,18.2,87.2,15.2,21626,42450,33.6,47.4,10.4
2014,Humboldt,Rio Dell Police Department,1207,4.6,87.5,10.3,25645,39692,17.3,47,10.7
2014,Humboldt,Trinidad Police Department,1206,0,95.7,59.7,34981,42917,58.1,63.3,3.4
2014,Imperial,All Combined,All Combined,21.7,65.2,13.4,16409,41772,27.1,43.9,18.1
2014,Imperial,Brawley Police Department,1301,23,70.1,11.7,17700,41718,20.3,46.4,20.1
2014,Imperial,Calexico Police Department,1302,21.6,55.4,13.3,12960,35233,26.7,44.5,20.5
2014,Imperial,Calipatria Police Department,1303,28.2,57.5,3.9,10352,30911,51.3,32.8,16.7
2014,Imperial,El Centro Police Department,1304,18.3,67.5,16.8,18463,41677,24.7,49.2,17.3
2014,Imperial,Holtville Police Department,1305,5.7,56.8,11.7,14247,29628,31.1,48.7,11.8
2014,Imperial,Imperial Police Department,1306,8.1,83.9,20.7,24109,73683,33.7,57,14.2
2014,Imperial,Westmorland Police Department,1307,34.3,49.7,8.4,11257,22372,49.7,43.1,14.8
2014,Inyo,All Combined,All Combined,8.5,88.2,21.4,27028,45625,34.7,55.4,7.9
2014,Inyo,Bishop Police Department,1401,0,87.6,23.6,23661,30395,29.2,59.2,4.4
2014,Kern,All Combined,All Combined,20.9,73,15.2,20467,48574,27.1,50.9,13.2
2014,Kern,Arvin Police Department,1501,26.6,34.5,2.7,10582,35359,16.1,56.2,15.9
2014,Kern,Bakersfield Police Department,1502,14.3,79.7,20.7,23786,56842,30,56.8,11.6
2014,Kern,California City Police Department,1511,11.9,80.7,13,22908,57660,21.6,39.9,24.1
2014,Kern,Delano Police Department,1503,32,53.1,7,10455,36244,23,40.8,15.8
2014,Kern,McFarland Police Department,1505,40.9,42,3.9,9518,34750,29,48.6,19.2
2014,Kern,Maricopa Police Department,1504,8,81.6,2.8,17853,33750,19.1,40.1,24
2014,Kern,Ridgecrest Police Department,1506,16.3,89.6,28.9,27954,61480,16.6,56.1,10
2014,Kern,Shafter Police Department,1507,20.6,58.4,7.2,14563,41107,30.5,48.7,15.5
2014,Kern,Taft Police Department,1508,13.4,72,10,19016,50991,24.3,33.5,9.4
2014,Kern,Tehachapi Police Department,1509,51.6,74.1,9.3,16613,42654,42.7,32.8,9
2014,Kern,Wasco Police Department,1510,37.4,50.3,3.7,10931,39273,28.4,36.6,16.4
2014,Kings,All Combined,All Combined,24.6,70.9,12.5,18518,47341,30.3,44.8,14.2
2014,Kings,Avenal Police Department,1607,47.3,45.6,3.9,7532,29302,17.5,31.6,19.7
2014,Kings,Corcoran Police Department,1601,41.1,54.5,2.7,7995,34082,36.1,20,16
2014,Kings,Hanford Police Department,1602,21,80.2,17.6,22307,53543,29.3,52.9,12.8
2014,Kings,Lemoore Police Department,1603,16.6,83.5,18,23836,52701,23.3,59.7,12.3
2014,Lake,All Combined,All Combined,22.3,84.8,16.2,21310,35997,25.5,42.5,16.6
2014,Lake,Clearlake Police Department,1702,27.4,78.2,7.8,16301,25532,24.3,38.7,23.2
2014,Lake,Lakeport Police Department,1701,0,88.1,20.6,25590,36361,13,47.5,10.4
2014,Lassen,All Combined,All Combined,34.3,79.4,12.9,19847,53351,20.8,32.6,13.4
2014,Lassen,Susanville Police Department,1801,40.1,73.7,10.5,15350,49430,20.6,25,16.4
2014,Los Angeles,All Combined,All Combined,16.4,76.8,29.9,27987,55870,27.9,57.5,11
2014,Los Angeles,Agoura Hills Police Department,191F,7.1,95.6,51.2,50242,107268,23.5,62,8.3
2014,Los Angeles,Alhambra Police Department,1901,8.4,80.2,32.4,24971,53195,34.1,57.9,7.4
2014,Los Angeles,Arcadia Police Department,1902,4.9,91.2,52.3,38582,80147,25.2,57,6.3
2014,Los Angeles,Artesia Police Department,1903,22,77.8,25.1,21688,60544,30.5,57.3,7
2014,Los Angeles,Avalon Police Department,1904,12.6,75.5,18.6,28545,54231,24.5,68.5,7.6
2014,Los Angeles,Azusa Police Department,1905,11,75.8,19,18159,52087,28.6,58.6,8.5
2014,Los Angeles,Baldwin Park Police Department,1906,14.6,60.2,11.3,15419,51189,43.3,54,13.7
2014,Los Angeles,Bell Police Department,1907,27.9,45.3,6.3,12031,36496,27.3,52.9,14.8
2014,Los Angeles,Bellflower Police Department,1908,13.4,77.3,15.5,20213,49360,30.3,56.9,11
2014,Los Angeles,Bell Gardens Police Department,1909,24,42.5,4.7,11460,37103,35.7,55.8,13
2014,Los Angeles,Beverly Hills Police Department,1910,7.5,94.7,60.1,81788,87366,26.8,57.6,10.1
2014,Los Angeles,Bradbury Police Department,1911,0,91.6,55.2,76472,112273,25,54.9,2.3
2014,Los Angeles,Burbank Police Department,1912,9.1,87.8,38.3,33882,66111,25,62.1,8.9
2014,Los Angeles,Calabasas Police Department,192H,11,97.8,65.2,60703,117176,22.9,58.4,6.9
2014,Los Angeles,Carson Police Department,1977,14.3,80.2,24.2,23622,71420,36.7,54.7,14.6
2014,Los Angeles,Cerritos Police Department,1919,7,92.6,48.9,35460,91487,30.7,54.9,7.5
2014,Los Angeles,Claremont Police Department,1913,3.4,93.1,56,39402,89648,25.4,53.1,9.5
2014,Los Angeles,Commerce Police Department,1914,16,52.4,6.5,15625,45846,35,50.1,15.2
2014,Los Angeles,Compton Police Department,1915,25.5,60.1,6.4,13847,43230,38.8,50.8,16.7
2014,Los Angeles,Covina Police Department,1916,9.3,87.1,25.2,25622,64496,23.6,57.7,12.6
2014,Los Angeles,Cudahy Police Department,1917,28.2,43.5,4.3,11400,37759,33.3,55.9,14.6
2014,Los Angeles,Culver City Police Department,1918,9.1,92.6,54,45792,79292,26.7,64.6,7.8
2014,Los Angeles,Diamond Bar Police Department,191W,8.1,91.5,47.9,34539,90901,19,58.8,8
2014,Los Angeles,Downey Police Department,1920,12.2,77,21.3,23216,60374,25.2,59.4,10.1
2014,Los Angeles,Duarte Police Department,1921,15.6,82.4,31.5,26421,62186,27.4,55,11
2014,Los Angeles,El Monte Police Department,1922,20.3,56.9,11.3,15010,38906,27.1,52.4,12.6
2014,Los Angeles,El Segundo Police Department,1923,13.7,95.9,45,42575,84004,28.8,66.7,6.3
2014,Los Angeles,Gardena Police Department,1924,16.8,81.4,23.7,23230,47856,29.5,56.7,10.5
2014,Los Angeles,Glendale Police Department,1925,8.3,84.2,37.9,29264,52451,25.5,55.4,10.7
2014,Los Angeles,Glendora Police Department,1926,6.8,90.2,31.2,32090,74169,27.4,56.4,10.2
2014,Los Angeles,Hawaiian Gardens Police Department,1927,16.6,57,11.5,13557,39073,27,51.7,10
2014,Los Angeles,Hawthorne Police Department,1928,17.8,74.7,19.1,20445,44384,34.9,61.3,10.3
2014,Los Angeles,Hermosa Beach Police Department,1929,8.9,99.3,71.1,74730,105029,19.2,71.8,4.8
2014,Los Angeles,Hidden Hills Police Department,1930,9.9,97.3,62,126620,245694,48.3,49.2,2.1
2014,Los Angeles,Huntington Park Police Department,1931,25.6,40,5.8,12088,34777,28.2,56.2,14.7
2014,Los Angeles,Industry Police Department,1932,0,92.7,31.8,19617,51951,22.7,46.4,4.7
2014,Los Angeles,Inglewood Police Department,1933,20.1,71.5,17.4,19837,42249,27.5,57.3,14.6
2014,Los Angeles,Irwindale Police Department,1934,10.3,70.8,8.6,18122,56625,36.9,53.4,16
2014,Los Angeles,La Habra Heights Police Department,190D,6.5,95.8,46.5,51293,111250,53,51.1,3.4
2014,Los Angeles,Lakewood Police Department,1935,11,87,27.3,29981,79113,26.4,61.4,8.7
2014,Los Angeles,La Mirada Police Department,1936,4.3,88.7,29.4,29467,81178,35.8,54.4,8.4
2014,Los Angeles,Lancaster Police Department,1996,18.2,80.2,15.4,19703,49057,17.7,47.2,12.8
2014,Los Angeles,La Puente Police Department,1937,24,59.3,9,15509,54660,31.3,57.2,10.2
2014,Los Angeles,La Verne Police Department,1938,7,92.6,36.3,34778,75662,32.2,55.4,7.8
2014,Los Angeles,Lawndale Police Department,1939,25.7,70,15.8,18145,48376,35.9,62.6,10.1
2014,Los Angeles,Lomita Police Department,1940,12.4,84.7,27.5,28593,57245,24.7,64.2,9.1
2014,Los Angeles,Long Beach Police Department,1941,16.3,79.3,29,27014,52944,24.9,58.4,12.1
2014,Los Angeles,Los Angeles Police Department,1942,17.6,74.9,31.5,28320,49682,28.6,58.7,11.5
2014,Los Angeles,Lynwood Police Department,1943,26.6,51,5.5,12580,41930,33.2,52.1,13
2014,Los Angeles,Malibu Police Department,192J,8.9,97.5,60.3,95212,130432,22,52.7,7.6
2014,Los Angeles,Manhattan Beach Police Department,1944,10.6,98,74.2,81787,142071,22.5,63.9,5.1
